Question,SelectedOptionId,TC Category Code
"If you have a balance(s) due, would you like to have the tax due electronically withdrawn from your bank account? ",N/A,NOT REQUIERED
"If you have a balance(s) due, would you like to have the tax due electronically withdrawn from your bank account? ",Yes,TC.OTH
"If you have a balance(s) due, would you like to have the tax due electronically withdrawn from your bank account? ",No,NOT REQUIERED
"If you did not already do so during the year, provide a copy of the notice received and add a message to let us know if any action has been taken.",Yes,TC.IRS
"If you did not already do so during the year, provide a copy of the notice received and add a message to let us know if any action has been taken.",N/A,NOT REQUIERED
"If you did a Roth IRA conversion, please provide a copy of Form 1099-R",Yes,TC.IRA
"If you contribute to IRA or Roth, please upload statements in order to determine basis",N/A,NOT REQUIERED
"If you became separated or divorced during the year, do you have a divorce decree or other form of separation agreement?",N/A,NOT REQUIERED
"If you are the non-custodial parent claiming a child, please enclose the Form 8332, Release of Claim to Exemption for Child.",No,NOT REQUIERED
"If you are the non-custodial parent claiming a child, please enclose the Form 8332, Release of Claim to Exemption for Child.",N/A,NOT REQUIERED
"If you are due refunds, would you like them electronically deposited to your bank account? If you answer yes, please provide banking information via a cancelled check in the Document Request List.",No,NOT REQUIERED
"If you are due refunds, would you like them electronically deposited to your bank account? If you answer yes, please provide banking information via a cancelled check in the Document Request List.",Yes,TC.OTH
"If you are due refunds, would you like them electronically deposited to your bank account?",No,NOT REQUIERED
"If you are due refunds, would you like them electronically deposited to your bank account?",Yes,TC.OTH
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities? If yes, please provide a copy of the agreement.",No,NOT REQUIERED
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities? If yes, please provide a copy of the agreement.",N/A,NOT REQUIERED
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities? If yes, please provide a copy of the agreement.",Yes,TC.CPA
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",N/A,NOT REQUIERED
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",N/A,NOT REQUIERED
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",Yes,TC.OTH
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",No,NOT REQUIERED
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",No,NOT REQUIERED
"If you are an Indiana resident, did you make unreimbursed payments for private or home school education expenses and/or tuition for your dependent child(ren) during the year?",N/A,NOT REQUIERED
"If you are an Indiana resident, did you make unreimbursed payments for private or home school education expenses and/or tuition for your dependent child(ren) during the year?",Yes,TC.SIN
"If you are an Indiana resident, did you make unreimbursed payments for private or home school education expenses and/or tuition for your dependent child(ren) during the year?",No,NOT REQUIERED
"If you are an active-duty member of the military, did you any incur moving expenses? ",N/A,NOT REQUIERED
"If you are an active-duty member of the military, did you any incur moving expenses? ",No,NOT REQUIERED
"If you are a NJ resident, you must provide us with proof of health insurance coverage.  ",Yes,TC.95B
"If you are a NJ resident, you must provide us with proof of health insurance coverage.  ",No,NOT REQUIERED
"If you are a NJ resident, you must provide us with proof of health insurance coverage.  ",N/A,NOT REQUIERED
"If you are a new client, please provide a copy of the previous year tax return with the social security numbers visible.",Yes,TC.PYI
"If you and your spouse file in New York State, please provide both drivers' licenses.",No,NOT REQUIERED
"If you and your spouse file in New York State, please provide both drivers' licenses.",Yes,TC.OTH
"If you and your spouse file in New York State, please provide both drivers' licenses.",N/A,NOT REQUIERED
"If yes, please upload documents reflecting the amounts paid.",No,NOT REQUIERED
"If yes, please upload documents reflecting the amounts paid.",Yes,TC.OTH
"If Yes, please provide W-2",Yes,TC.WAG
"If yes, please provide the 1099-MISC issued by the Minnesota Department of Revenue, or provide the total amount received. The payment amount is includable in your federal adjusted gross income, but excluded for Minnesota income tax purposes. ",N/A,NOT REQUIERED
"If yes, please provide the 1099-MISC issued by the Minnesota Department of Revenue, or provide the total amount received. The payment amount is includable in your federal adjusted gross income, but excluded for Minnesota income tax purposes. ",Yes,TC.MIS
"If yes, please provide the 1099-MISC issued by the Minnesota Department of Revenue, or provide the total amount received. The payment amount is includable in your federal adjusted gross income, but excluded for Minnesota income tax purposes. ",No,NOT REQUIERED
"If yes, please provide Form 1099-R",Yes,TC.IRA
"if yes, Please provide details.",Yes,TC.OTH
"If yes, please provide copies of all 1099-R received ",Yes,TC.IRA
"If yes, please provide closing statement.",Yes,TC.OTH
"If yes, please provide a copy of Form 1099 issued by the state.",Yes,TC.SIN
"If Yes, did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?",No,NOT REQUIERED
"If Yes, did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?",N/A,NOT REQUIERED
"If Yes, did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?",Yes,TC.Q99
"If yes, attach the IRS letter for filing returns in 2023.",Yes,TC.CPA
"If yes, attach the IRS letter for filing returns in 2023.",N/A,NOT REQUIERED
"If not applicable, did you or your spouse receive employment certificate?",Yes,TC.OAD
"If not applicable, did you or your spouse receive employment certificate?",No,NOT REQUIERED
"If not applicable, did you or your spouse receive employment certificate?",N/A,NOT REQUIERED
"If newly married, can you provide a copy of your spouse's prior year tax returns?",Yes,TC.PYI
"If newly married, can you provide a copy of your spouse's prior year tax returns?",N/A,NOT REQUIERED
"If military related, please upload documentation of the expenses incurred related to the relocation.",N/A,NOT REQUIERED
"If military related, please upload documentation of the expenses incurred related to the relocation.",Yes,TC.MOV
"If military related, please upload documentation of the expenses incurred related to the relocation.",No,NOT REQUIERED
"If it was through employer, please provide 1095-B",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation? Please upload form 1099-G that TWC issues for Unemployment Compensation.",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation? Please upload form 1099-G that TWC issues for Unemployment Compensation.",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation? If yes, please upload a copy of Form 1099-G.",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation? If yes, please upload a copy of Form 1099-G.",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation? If yes, please upload a copy of Form 1099-G.",Yes,TC.G99
"If applicable, did you or your spouse receive unemployment compensation? If yes, a request to upload the documentation will appear in the ""Documents"" section of TaxCaddy.",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation? If yes, a request to upload the documentation will appear in the ""Documents"" section of TaxCaddy.",Yes,TC.MIS
"If applicable, did you or your spouse receive unemployment compensation? If yes, a request to upload the documentation will appear in the ""Documents"" section of TaxCaddy.",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?  If yes, please provide the applicable 1099-G",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?  If yes, please provide the applicable 1099-G",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?  If so, please provide 1099-G.",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?",Yes,TC.G99
"If applicable, did you or your spouse receive unemployment compensation?",Yes,TC.MIS
"If applicable, did you or your spouse receive unemployment compensation?",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?",Yes,TC.WAG
"If applicable, did you or your spouse receive unemployment compensation?",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation?",No,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation (Box 1 Form 1099-G)?",Yes,TC.G99
"If applicable, did you or your spouse receive unemployment compensation (Box 1 Form 1099-G)?",N/A,NOT REQUIERED
"If applicable, did you or your spouse receive unemployment compensation (Box 1 Form 1099-G)?",No,NOT REQUIERED
"If applicable, did you or your spouse pay for any childcare for your dependents while you worked, looked for work, or attended college? (If yes, please provide child care provider name, tax identification number, address, and amount paid to provider per child.)",N/A,NOT REQUIERED
