CPAQuestions,AnswerText,SelectedOptionId,OptionText,FormCategoryId,FirmId,Category Name,FormTypeID
Did you enroll for lower cost Marketplace Coverage through healthcare.gov under the Affordable Care Act? ,NULL,3,N/A,1859,1315,Business auto usage,0
Did you or your spouse begin receiving Social Security benefits in 2023?,NULL,1,Yes,1830,2315,1099-G (Unemployment),0
Did you engage in crypto activity across multiple exchanges and/or wallets?,NULL,3,N/A,1849,2509,Estimated Tax Payments,0
"Did you have any sales, trades and disposals of Fixed Assets?",NULL,1,Yes,1854,2284,1099-G,0
Question 1,NULL,2,No,1848,15,Voided Check,0
"Did you or your spouse make any cash or non-cash charitable contributions to qualified non-profit organizations? If yes, please upload receipts or provide a  listing of amounts, names of the organization, and dates of contributions. For non-cash contributions, receipts are preferred.",NULL,1,Yes,1886,702,Other Tax Payments,0
Did you purchase any other real estate during the year?,NULL,3,N/A,1837,1717,529/Coverdell Year End Statement ,0
Did you or your spouse pay any real estate taxes?,NULL,1,Yes,1875,2509,Home Purchase Disclosure,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,3,N/A,3279,2598,0,0
"HOUSEHOLD EMPLOYEE: Did you/spouse pay in excess of $1,000 in any quarter or $2,600 during the year for domestic services performed in or around your home to individuals who could be considered household employees? If so, upload any W-2's issued to employees and Sch H if prepared (or other expense documentation). ",NULL,2,No,3189,377,0,0
test,NULL,1,Yes,1851,114,Foreign Bank Account,0
Did you or your spouse have any transactions pertaining to a medical savings account (MSA)?,NULL,3,N/A,1839,441,Large Retail Purchase (Bill of Sale),0
"Did you, your spouse, or any dependent receive healthcare coverage this year? ",NULL,1,Yes,1861,934,Notices,0
"Did you purchase or sell your primary residence? (If yes, please provided the closing statement)",NULL,2,No,1837,1721,529/Coverdell Year End Statement ,0
"Did you or your spouse pay for childcare while you worked, looked for work, or were a full-time student? (""Yes"" answer generates a ""Child Care Expenses"" document request.)",NULL,2,No,1863,1408,Unreimbursed Business Expenses,0
Did you or your spouse pay any mortgage interest on a primary residence?,NULL,1,Yes,1875,2205,Home Purchase Disclosure,0
"Did your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year? If yes, please upload documentation.",NULL,3,N/A,1851,702,Foreign Bank Account,0
"Education Expenses - Did you, your spouse, or a child or student attend a post-secondary school and have out of pocket expenses paid by yourself or from a student loan?",NULL,2,No,1864,2680,PPP Loan Details,0
Were you eligible for employer sponsored healthcare coverage?,NULL,1,Yes,1861,1870,Notices,0
"Did you pay estimated taxes (Federal or State) for tax year 2022? If yes, a request to upload the estimated tax payments will appear in the ""Documents"" section of TaxCaddy.",NULL,3,N/A,1895,2080,Loan Closing Statement,0
Did you make any contributions or take any distributions from an education savings or a 529 Plan account that was created this year??,NULL,2,No,1862,2502,Closing Statement,0
Did you or your spouse take out a home equity loan this year?,NULL,2,No,1875,2635,Home Purchase Disclosure,0
"Do you have a home equity loan, or did you take out a new home equity loan this year?",NULL,3,N/A,2965,2330,Stock Sales Supplement Form From Institution (RSU/ISO/ESPP),0
Did you pay any mortgage interest on an existing home loan?,NULL,1,Yes,1875,2629,Home Purchase Disclosure,0
"Did you or your spouse contribute to an IRA during the year (or do you plan to make a contribution prior to April 15, 2024)?",NULL,1,Yes,1838,2131,Electric Vehicle (Manufacturer's certification and bill of sale),0
"Did you, your spouse, or dependents receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in 2023.",NULL,1,Yes,1854,2490,1099-G,0
Are any of the dependents you are claiming attending college?,NULL,1,Yes,1864,2530,PPP Loan Details,0
"Did you make any contributions to a Health Savings Account (HSA) or Archer MSA? If yes, please upload Form 5498-SA.",NULL,1,Yes,1839,1243,Large Retail Purchase (Bill of Sale),0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2059,Unemployment (1099-G),0
"Did you provide a list of all medical expenses that may qualify for an AZ itemized deduction, even if not deductible on the federal return?",NULL,1,Yes,1881,1395,Form 3921 - Exercise of Incentive Stock Options,0
"Did you, your spouse, or your dependents incur any post-secondary education expenses, such as tuition?",NULL,2,No,1864,1717,PPP Loan Details,0
Did you or your spouse pay wages to a household employee?,NULL,1,Yes,3228,459,0,0
Did you pay any mortgage interest on an existing home loan? ,NULL,2,No,1875,1870,Home Purchase Disclosure,0
Did you or  your spouse have any transactions pertaining to a health savings account (HSA)?,NULL,1,Yes,1839,2496,Large Retail Purchase (Bill of Sale),0
Did you refinance your primary residence?,NULL,2,No,1837,1913,529/Coverdell Year End Statement ,0
Did you or your spouse make any noncash charitable contributions?,NULL,2,No,1887,2702,State and Local Notices,0
"Other than Form 1099-G, did you or your spouse receive any letters or notices from the IRS or a State taxing agency?",NULL,1,Yes,1853,1389,1099-C,0
"Did you or your spouse receive income through any of the following methods (bartering transactions, tips, prize money, gambling winnings, etc.)",NULL,1,Yes,1835,1870,Cancelled/Forgiven Debt (1099-C),0
"Did you receive Form 1099-S for the sale of your home? If so, please upload a copy. ",NULL,3,N/A,3203,377,0,0
"Were you or your spouse a K-12 teacher, counselor, or principal for at least 900 hours during the year?  If yes, include support for any unreimbursed expenses related to this work, including pandemic supplies.",NULL,2,No,1843,2509,Housing Closing Statement/HUD,0
Did you make any contributions to a Health Savings Account (HSA) or Archer MSA?,NULL,3,N/A,1839,1315,Large Retail Purchase (Bill of Sale),0
"Did you or your spouse receive payment from a pension, profit sharing plan, or retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,1,Yes,1851,2530,Foreign Bank Account,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1851,1570,Foreign Bank Account,0
Did you or your spouse do a ROTH IRA Conversion in 2023?,NULL,3,N/A,1851,1472,Foreign Bank Account,0
Did you make any contributions to your Health Savings Account that were not made through your employer?  ,NULL,3,N/A,1839,1574,Large Retail Purchase (Bill of Sale),0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2622,Loan Closing Statement,0
Did you purchase or sell your principal home or second home? Please provide closing documents.,NULL,1,Yes,1854,1906,1099-G,0
"Did you or your spouse pay for childcare while you worked, looked for work, or were a full-time student? (""Yes"" answer generates a ""Child Care"" document request.)",NULL,1,Yes,1863,1408,Unreimbursed Business Expenses,0
Gift Summary - Have you provided a summary of gifts made?,NULL,2,No,1854,2077,1099-G,0
Did you or your spouse sell your primary residence?,NULL,2,No,1837,2590,529/Coverdell Year End Statement ,0
Was this the first year you took a distribution from a Health Savings Account (HSA)?,NULL,1,Yes,1844,931,Rental Income & Expenses (Per Property),0
Did you have an automobile for your business? ,NULL,3,N/A,1869,2315,Qualified Charitable Distribution (QCD) Proof,0
"DEPENDENTS: Did you/spouse or your qualifying dependent(s) take distributions from a qualified education plan (i.e. 529 plan) in 2023? If so, upload Form 1099-Q.",NULL,1,Yes,1833,377,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
"Did you receive any ministerial income from outside of your employment (speaking, book or music royalties, etc) that will be reported on Schedule C?  ",NULL,3,N/A,1850,2205,1098-T (Education),0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,1,Yes,1851,2648,Foreign Bank Account,0
Did you purchase or sell your primary residence?,NULL,2,No,1260,2011,Non-Cash Contributions,20433
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2573,IRS/State Notices,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,1568,IRS/State Notices,0
Include Form(s) 1099-SA,NULL,3,N/A,1844,528,Rental Income & Expenses (Per Property),0
"Other Credits - Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",NULL,2,No,1863,2295,Unreimbursed Business Expenses,0
"Did you receive any nonemployee compensation during 2023?  If so, please upload a copy of Form 1099-NEC.",NULL,1,Yes,1857,741,Estimated Payment Supporting Documents,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,1977,Unemployment (1099-G),0
"Did you or your spouse pay real or personal property taxes during the year? If yes, please upload tax statements and/or a list of property taxes paid in 2023.",NULL,2,No,1883,702,1099-G Unemployment Compensation,0
"Do you have any children age 18 or student children, aged 19 to 23, who did not provide more than half of their cost of support with earned income and that have unearned income of more than $1,250?",NULL,2,No,1834,441,"New Income Source (W2, 1099, K1)",0
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,2059,Unemployment (1099-G),0
Did you make donations of non-cash items to charitable organizations?,NULL,3,N/A,1886,1281,Other Tax Payments,0
"You indicated a job change this year, please share with us your new Form W2. ",NULL,3,N/A,1848,2675,Voided Check,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan? If so, provide IRS Form 1099-R.",NULL,2,No,1851,1099,Foreign Bank Account,0
Did you purchase or sell your primary residence?,NULL,1,Yes,1837,2708,529/Coverdell Year End Statement ,0
"Did you or your spouse receive income through any of the following methods: bartering transactions, tips, prize money, gambling winnings, etc. ",NULL,2,No,1835,1906,Cancelled/Forgiven Debt (1099-C),0
"Did you start a NEW business or farm, purchase rental or royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC in 2023?",NULL,2,No,1854,1906,1099-G,0
"ALTERNATIVE ENERGY: Did you install any alternative energy equipment in your primary residence (main home) such as solar water heaters, solar electricity equipment (photovoltaic), or fuel cells?  ",NULL,2,No,3188,377,Prior Year Documents,0
"If applicable, did you or your spouse receive unemployment compensation?",NULL,3,N/A,1831,2315,Contracts,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,2591,Loan Closing Statement,0
Did you purchase or sell your primary residence?  Please provide the Closing Disclosure Statement (or HUD) and any Form 1099s you received for the sale.  ,NULL,1,Yes,1837,1709,529/Coverdell Year End Statement ,0
Did you pay any mortgage interest on an existing home loan?,NULL,2,No,1882,2085,1099-K - Payment Card and Third Party Network Transactions,0
