CPAQuestions,SelectedOptionId,FormCategoryId,Category Name
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
Did you purchase or sell your primary residence?  Please provide the Closing Disclosure Statement (or HUD) and any Form 1099s you received for the sale.  ,1,1837,529/Coverdell Year End Statement 
Did you pay any mortgage interest on an existing home loan?,2,0,Not Required
"Did you, your spouse, or any dependent receive healthcare coverage this year from employer-provided health coverage?",3,0,Not Required
Did you or your spouse have any debts that have been cancelled or forgiven?,2,0,Not Required
Did you have any new sources of income last year that you've not had in previous years?,3,0,Not Required
Did you or your spouse pay interest to a financial institution for a mortgage on which you were liable and someone else received the Form 1098?  Include 1098 form and your percentage of the deductions.  ,3,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Did you or a dependent incur tuition expenses for college/university or vocational school? If so, please provide form 1098T. ",1,1864,PPP Loan Details
VT Residents: Have you provided us with a copy of your 2023 Property Tax Bill?,3,0,Not Required
Did you or your spouse create or transfer money or property to a foreign trust?,3,0,Not Required
"If applicable, did you or your spouse receive unemployment compensation?",1,1831,Contracts
"Did you sell, exchange, or purchase any other real estate during the year?",1,1837,529/Coverdell Year End Statement 
Did you obtain healthcare coverage through the Marketplace?,2,0,Not Required
Did you or your spouse pay any individual $2600 or more in household employee wages?,2,0,Not Required
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",2,0,Not Required
"For any trust that you or your spouse created or are trustee, did any beneficiaries, grantors, or trustees die or move?",3,0,Not Required
Did you acquire a new or additional interest in a partnership or S corporation?,2,0,Not Required
Did you cash out any Series EE or I U.S. Savings bonds issued after 1989?,1,1849,Estimated Tax Payments
Did you or your spouse have an interest in an S corporation that had undistributed foreign income subject to the transition tax?,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year? If yes, attach closing statement (HUD).",1,1837,529/Coverdell Year End Statement 
Did you or your spouse make any after-tax contributions to your HSA last year (not through employer wages)?,1,1262,Sch. F (Farm Income)
Were you an owner of an S-Corporation or Partnership this year?,2,0,Not Required
Did you make any Oregon local estimated tax payments?,3,0,Not Required
Did you have any children that were under age 19 or were a full-time student under age 24 that had income in 2023?,3,0,Not Required
Did you enroll for lower cost Marketplace Coverage through healthcare.gov under the Affordable Care Act. ,1,1859,Business auto usage
"Did you incur unreimbursed moving expenses? Only applicable for residents moving to the following states: Arkansas, California, Hawaii, Massachusetts, New Jersey, New York and Pennsylvania. ",3,0,Not Required
"Did you, your spouse and all dependents have health care coverage for the full year through an employer?",1,1861,Notices
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
Did you or your spouse make any gifts or contributions to any one entity or individual?,1,1886,Other Tax Payments
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",1,1863,Unreimbursed Business Expenses
HOME MORTGAGE: Did you/spouse refinance a mortgage during 2023?,1,3195,0
"Did you foreclose or abandon a primary residence or real property? If yes, provide 1099-A or C.",2,0,Not Required
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,2,0,Not Required
"Did you or your spouse purchase or dispose of any business assets (furniture, equipment, vehicles, etc.) or convert any personal assets to business use?",2,0,Not Required
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
Please provide additional details.,1,1845,Unemployment (1099-G)
"Did you or your spouse pay any individual $2600 or more in household employee wages through a payroll processing service such as care.com? If yes, please provide a copy of your Schedule H and any federal tax payments remitted by the service. ",2,0,Not Required
Did you or your spouse take out a home equity loan this year?,2,0,Not Required
"If you own rental properties, do you maintain separate books/records for EACH rental activity? Please provide these records. (If you have questions in this area, please contact us) ",1,1852,Form 8332
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",3,0,Not Required
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
"Did you make any large retail purchases (cars, boats, etc.)?",1,3173,Short Term Rental
"If you received any Commodities-in-Lieu of wages from any employers, have you provided applicable information related to the date of transfer, sales date and applicable information for sales proceeds?",3,0,Not Required
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,1,1838,Electric Vehicle (Manufacturer's certification and bill of sale)
Did you or your spouse make any non-cash donations?  ,2,0,Not Required
"Did you, your spouse, or any dependent receive healthcare coverage this year?",2,0,Not Required
"Did you or your spouse receive any annuity retirement, deferred compensation, severance or similar income (including 453(b), 457(b), 401k) that is not reported on an included tax form?  If yes, please include details.",2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
Are any of your dependents required to file a tax return?,3,0,Not Required
"Did you or your spouse incur any casualty, damage, or theft losses? Please provide Insurance reimbursement summary if there was any Insurnace reimbursement for the damage.",2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year? If yes, a request to upload the documents of the purchase or sale will appear in the ""Documents"" section of TaxCaddy.",2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
"Did you or your spouse incur unreimbursed/after-tax costs for medical, dental, or long-term care insurance?",2,0,Not Required
Did you or your spouse begin receiving Social Security benefits in 2023?,2,0,Not Required
Did you own and operate a rental property?,1,1852,Form 8332
"If applicable, did you or your spouse receive unemployment compensation?",2,0,Not Required
